field,value,num_samples,window_acc
setup,diff_days_indoor,6144,0.22819010416666666
split,test,6144,0.22819010416666666
day,5,6144,0.22819010416666666
receiver,0,6144,0.22819010416666666
location,0,6144,0.22819010416666666
distance,0,6144,0.22819010416666666
sf,0,6144,0.22819010416666666
config,0,6144,0.22819010416666666
