label,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23
0,0,0,0,0,5,0,119,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,116,0
1,0,0,0,0,3,0,149,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,88,0
2,0,0,0,0,4,0,126,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,109,0
3,0,0,0,0,3,0,129,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,104,0
4,0,0,0,0,5,0,65,0,0,0,0,0,0,0,19,0,0,0,0,18,0,0,149,0
5,0,0,0,0,1,0,111,0,0,0,0,0,0,0,4,0,0,0,0,24,0,0,116,0
6,0,0,0,0,1,0,107,0,0,0,0,0,0,0,4,0,0,0,0,26,0,0,118,0
7,0,0,0,0,2,0,105,0,0,0,0,0,0,0,3,0,0,0,0,16,1,0,129,0
8,0,0,0,0,3,0,144,0,0,0,0,0,0,0,3,0,0,0,0,9,1,0,96,0
9,0,0,0,0,3,0,89,0,0,0,0,1,0,0,4,0,0,0,0,21,0,0,138,0
10,0,0,0,0,3,0,103,0,0,0,0,0,0,0,3,0,0,0,0,13,1,0,133,0
11,0,0,0,0,4,0,66,0,0,0,0,1,0,0,3,0,0,0,0,17,0,0,165,0
12,0,0,0,0,4,0,105,0,0,0,0,1,0,0,3,0,0,0,0,17,1,0,125,0
13,0,0,0,0,3,0,94,0,0,0,0,0,0,0,3,0,0,0,0,16,1,0,139,0
14,0,0,0,0,1,0,86,0,0,0,0,1,0,0,4,0,0,0,0,22,0,0,142,0
15,0,0,0,0,2,0,112,0,0,0,0,0,0,0,3,0,0,0,0,22,1,0,116,0
16,0,0,0,0,3,0,107,0,0,0,0,0,0,0,3,0,0,0,0,22,1,0,120,0
17,0,0,0,0,1,0,110,0,0,0,0,0,0,0,4,0,0,0,0,20,0,0,121,0
18,0,0,0,0,2,0,91,0,0,0,0,2,0,0,2,0,0,0,0,24,2,0,133,0
19,0,0,0,0,3,0,101,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,132,0
20,0,0,0,0,3,0,123,0,0,0,0,0,0,0,4,0,0,0,0,21,1,0,104,0
21,0,0,0,0,3,0,106,0,0,0,0,0,0,0,4,0,0,0,0,15,1,0,127,0
22,0,0,0,0,1,0,86,0,0,0,0,1,0,0,4,0,0,0,0,20,1,0,143,0
23,0,0,0,0,2,0,116,0,0,0,0,0,0,0,4,0,0,0,0,16,0,0,118,0
