field,value,num_samples,window_acc
setup,diff_days_indoor,6144,0.045572916666666664
split,test,6144,0.045572916666666664
day,5,6144,0.045572916666666664
receiver,0,6144,0.045572916666666664
location,0,6144,0.045572916666666664
distance,0,6144,0.045572916666666664
sf,0,6144,0.045572916666666664
config,0,6144,0.045572916666666664
