label,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23
0,109,5,22,114,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,203,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,68,0,179,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,39,17,1,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,231,0,0,0,0,0,0,7,0,0,0,0,3,1,10,0,0,2,2,0
5,0,0,0,0,0,220,15,0,0,0,0,0,0,0,0,1,0,1,0,13,2,0,1,3
6,0,0,0,0,0,87,153,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,1
7,0,0,0,0,0,0,0,80,0,0,0,0,9,6,1,5,8,132,2,3,0,3,6,1
8,0,0,0,0,0,1,10,0,149,0,0,0,0,0,0,0,1,0,1,0,94,0,0,0
9,0,0,0,0,0,0,0,0,0,22,1,1,0,5,40,0,0,2,163,0,0,21,1,0
10,0,0,0,0,0,0,0,0,0,0,160,1,0,1,2,0,0,2,4,0,0,86,0,0
11,0,0,0,0,158,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,1,2,0
12,0,0,0,1,0,0,0,15,0,0,2,0,69,108,1,0,43,5,2,0,0,4,6,0
13,0,0,0,0,0,0,0,8,0,0,0,1,61,132,1,2,42,3,2,0,0,4,0,0
14,0,0,0,0,1,0,0,0,0,12,4,1,0,20,111,0,0,1,94,0,0,11,1,0
15,0,0,0,0,0,0,0,3,0,2,0,0,0,2,0,37,0,14,1,17,0,1,26,153
16,0,0,0,0,0,0,1,29,0,2,2,0,64,53,0,0,91,9,1,0,0,1,2,1
17,0,0,0,0,0,0,0,45,0,1,1,0,4,5,0,13,5,162,0,1,0,3,9,7
18,0,0,0,1,0,0,0,1,0,18,1,0,0,31,49,0,0,2,145,0,0,8,0,0
19,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,230,0,0,4,15
20,0,0,0,0,0,2,15,0,42,0,0,0,0,0,0,0,2,0,1,0,194,0,0,0
21,0,0,0,0,0,0,0,0,0,4,57,0,0,4,12,0,1,0,17,0,0,159,2,0
22,0,0,0,0,0,0,0,1,0,1,0,0,3,3,0,6,1,7,0,12,0,2,209,11
23,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,19,1,10,0,36,0,2,29,154
