label,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23
0,223,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,130,1,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,224,0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,123,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,1,0,0,221,0,0,0,0,18,0,16,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,223,21,0,2,1,0,0,0,0,0,0,0,0,0,5,4,0,0,0
6,0,0,0,0,0,57,141,0,12,2,0,0,0,0,0,0,0,0,0,0,44,0,0,0
7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,188,39,7,0,0,0,1,1
8,0,0,1,0,0,1,1,0,240,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0
9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,55,0,0,194,0,0
10,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,0,0,249,0,0
11,0,0,0,0,231,0,0,0,0,2,1,19,0,0,0,0,0,0,0,0,0,3,0,0
12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,143,3,106,0,1,0,0,0
13,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,90,1,152,0,1,8,0,0
14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,77,0,0,171,0,0
15,0,0,0,0,0,1,2,1,0,2,0,0,1,0,0,229,1,12,0,6,0,0,1,0
16,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,1,184,3,61,0,0,1,0,0
17,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,12,178,60,2,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,135,0,0,111,0,0
19,0,0,0,0,0,40,4,0,0,0,0,0,0,0,0,3,0,0,0,209,0,0,0,0
20,0,0,1,0,0,4,16,0,181,1,0,0,0,0,0,0,0,0,0,0,53,0,0,0
21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,6,0,0,245,0,0
22,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,158,19,49,0,8,1,0,14,0
23,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,208,0,8,0,32,2,0,0,0
