epoch,train_loss,train_acc,train_ce_clean,train_ce_aug,train_kl,val_loss,val_acc,val_ce_clean,val_ce_aug,val_kl
1,3.7219585329294205,0.431640625,1.5355955883860588,2.1863629929721355,0.0,3.259688866790384,0.40283203125,1.629844433395192,1.629844433395192,0.0
2,3.739655517041683,0.43359375,1.530425924807787,2.209229588508606,0.0,3.2619799501262605,0.40625,1.6309899750631303,1.6309899750631303,0.0
3,3.6503993421792984,0.4453125,1.527974046766758,2.1224252805113792,0.0,3.260653923265636,0.408203125,1.630326961632818,1.630326961632818,0.0
