label,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23
0,0,0,0,0,0,0,0,0,0,0,0,1,0,133,0,0,6,0,0,0,0,23,93,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,130,0,0,6,0,0,0,0,24,95,0
2,0,0,4,0,0,0,0,0,0,0,0,1,0,132,0,0,4,0,0,0,0,50,65,0
3,0,0,2,0,0,0,0,0,0,0,0,2,0,135,0,0,4,0,0,0,0,18,95,0
4,1,9,2,3,0,0,0,0,3,2,0,1,0,113,1,0,5,0,0,0,4,22,90,0
5,0,0,2,0,0,0,0,0,0,0,0,2,0,127,0,0,6,0,0,0,0,36,83,0
6,0,0,0,0,0,0,0,0,0,0,0,3,0,123,1,0,7,0,0,0,0,30,92,0
7,0,0,1,0,0,0,0,0,0,0,0,3,0,125,0,0,7,0,0,0,0,29,91,0
8,0,0,0,0,0,0,0,0,0,0,0,2,0,133,0,0,9,0,0,0,0,54,58,0
9,0,0,0,0,0,0,0,0,0,0,0,3,0,124,0,0,8,0,0,0,0,39,82,0
10,0,0,0,0,0,0,0,0,0,0,0,1,0,128,0,0,9,0,0,0,0,34,84,0
11,0,0,0,0,0,0,0,0,0,0,0,1,0,127,0,0,8,0,0,0,0,28,92,0
12,0,0,1,0,0,0,0,0,0,0,0,2,0,125,0,0,7,0,0,0,0,32,89,0
13,0,0,1,0,0,0,0,0,0,0,0,3,0,121,0,0,7,0,0,0,0,36,88,0
14,0,2,0,0,0,0,0,0,0,0,0,9,0,97,2,0,33,0,0,0,0,22,91,0
15,0,0,2,0,0,0,0,0,0,0,0,3,0,124,0,0,6,0,0,0,0,34,87,0
16,0,0,4,0,0,0,0,0,0,0,0,8,0,103,1,0,31,0,0,0,0,30,79,0
17,0,0,1,0,0,0,0,0,0,0,0,3,0,127,0,0,7,0,0,0,0,42,76,0
18,0,0,1,0,0,0,0,0,0,0,0,2,0,123,0,0,8,0,0,0,0,34,88,0
19,10,5,0,10,64,2,0,0,9,2,5,4,0,48,6,1,18,0,0,16,3,15,38,0
20,0,0,0,0,0,0,0,0,0,0,0,2,0,126,0,0,8,0,0,0,0,41,79,0
21,0,0,0,0,0,0,0,0,0,0,0,1,0,121,0,0,9,0,0,0,0,36,89,0
22,0,0,0,0,0,0,0,0,0,0,0,2,0,125,1,0,8,0,0,0,0,31,89,0
23,0,0,0,0,0,0,0,0,0,0,0,2,0,127,0,0,7,0,0,0,0,56,64,0
