field,value,num_samples,window_acc
setup,diff_days_indoor,6144,0.4200846354166667
split,test,6144,0.4200846354166667
day,5,6144,0.4200846354166667
receiver,0,6144,0.4200846354166667
location,0,6144,0.4200846354166667
distance,0,6144,0.4200846354166667
sf,0,6144,0.4200846354166667
config,0,6144,0.4200846354166667
