field,value,num_samples,window_acc
setup,diff_days_indoor,6144,0.6702473958333334
split,test,6144,0.6702473958333334
day,5,6144,0.6702473958333334
receiver,0,6144,0.6702473958333334
location,0,6144,0.6702473958333334
distance,0,6144,0.6702473958333334
sf,0,6144,0.6702473958333334
config,0,6144,0.6702473958333334
