label,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23
0,0,0,0,0,0,0,0,0,0,0,0,43,0,156,0,54,0,3,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,31,0,109,0,114,0,2,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,49,0,151,0,54,0,2,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,37,0,126,0,93,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,19,68,0,143,0,24,0,2,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,67,0,134,0,51,0,4,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,49,0,147,0,56,0,4,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,2,46,0,154,0,52,0,2,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,1,36,0,126,0,90,0,3,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,65,0,148,0,39,0,4,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,1,71,0,141,0,39,0,4,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,1,101,0,132,0,18,0,4,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,1,56,0,137,0,58,0,4,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,1,67,0,139,0,46,0,3,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,67,0,162,0,23,0,4,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,52,0,139,0,61,0,4,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,55,0,148,0,49,0,4,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,63,0,133,0,56,0,4,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,67,0,136,0,49,0,4,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,58,0,139,0,58,0,1,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,1,39,0,125,0,87,0,4,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,1,58,0,143,0,49,0,5,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,86,0,136,0,29,0,5,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,65,0,122,0,64,0,5,0,0,0,0,0,0
