label,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23
0,31,5,196,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,248,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,254,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,46,95,35,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,117,0,0,0,0,0,0,120,0,0,0,0,19,0,0,0,0,0,0,0
5,0,0,0,0,0,214,36,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
6,0,0,0,0,0,35,208,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2
7,0,0,0,0,0,0,0,181,0,1,0,0,0,0,0,14,10,43,0,0,0,0,7,0
8,0,0,0,0,0,0,6,1,155,0,0,0,0,0,0,0,1,0,0,0,92,0,0,1
9,0,0,0,0,0,0,0,1,0,210,0,0,0,12,29,0,3,0,0,0,0,1,0,0
10,0,0,0,0,0,0,0,1,0,22,112,0,0,0,72,0,1,0,0,0,0,48,0,0
11,0,0,0,0,70,0,0,0,0,0,0,184,0,0,0,0,1,0,0,0,0,1,0,0
12,0,0,0,0,0,0,0,92,0,8,0,0,0,63,0,1,91,0,0,0,0,0,1,0
13,0,0,0,0,0,0,0,57,0,21,0,0,0,93,0,0,84,1,0,0,0,0,0,0
14,0,0,0,0,0,0,0,1,0,142,5,0,0,34,68,0,4,0,0,0,0,2,0,0
15,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,188,1,13,0,11,0,0,36,0
16,0,0,0,0,0,0,0,150,0,2,0,0,0,24,0,0,79,1,0,0,0,0,0,0
17,0,0,0,0,0,0,0,172,0,1,0,0,0,0,0,17,6,54,0,0,0,0,6,0
18,0,0,0,0,0,0,0,4,0,164,0,0,0,76,2,0,10,0,0,0,0,0,0,0
19,0,0,0,0,0,39,0,1,0,0,0,0,0,0,0,10,0,0,0,206,0,0,0,0
20,0,0,0,0,0,3,77,2,16,0,0,0,0,0,0,0,1,0,0,0,157,0,0,0
21,0,0,0,0,0,0,0,0,0,86,24,0,0,2,114,0,2,0,0,0,0,28,0,0
22,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,37,0,7,0,8,0,0,188,0
23,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,185,0,8,0,30,0,0,25,2
