label,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23
0,45,0,11,0,0,0,24,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,0,0,231,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,28,0,17,0,0,0,6,0,199,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2
3,136,0,0,108,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,251,0,0,3,0,2,0,0,0,0,0,0,0
5,0,0,0,0,0,9,47,10,0,1,1,0,0,4,0,1,5,97,0,0,0,0,1,80
6,0,0,0,0,0,21,195,1,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,31
7,0,0,0,0,0,0,0,15,0,93,16,1,18,28,1,0,6,8,19,0,0,0,51,0
8,0,0,0,0,0,0,50,0,198,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
9,0,0,0,0,0,0,0,0,0,45,152,5,1,0,44,0,5,0,0,0,0,1,3,0
10,0,0,0,0,0,0,0,1,0,14,90,13,0,0,133,0,3,0,1,0,0,1,0,0
11,0,0,0,0,0,0,0,0,0,0,0,251,0,0,4,0,1,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,2,0,103,110,2,8,1,12,0,6,1,4,0,0,0,7,0
13,0,0,0,0,0,0,0,7,0,138,38,1,10,15,5,0,6,2,7,0,0,0,27,0
14,0,0,0,0,0,0,0,0,0,12,44,123,0,0,69,0,8,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,32,0,26,7,1,32,56,2,1,3,19,16,0,0,1,56,4
16,0,0,0,0,0,0,0,7,0,86,51,9,9,15,28,0,18,2,11,0,0,2,18,0
17,0,0,0,0,0,0,0,31,0,32,4,0,32,53,3,0,5,27,16,0,0,0,49,4
18,0,0,0,0,0,0,0,1,0,74,146,3,3,4,9,0,5,0,2,0,0,1,8,0
19,0,0,0,0,0,1,6,13,0,40,53,19,6,12,53,1,7,18,7,0,0,5,7,8
20,0,0,0,0,0,0,112,0,136,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
21,0,0,0,0,0,0,0,0,0,54,153,4,0,0,33,0,3,0,4,0,0,0,5,0
22,0,0,0,0,0,0,0,2,0,66,139,1,4,3,22,0,3,2,2,0,0,1,11,0
23,0,0,0,0,0,2,1,13,0,1,2,0,3,0,1,0,4,126,1,0,0,0,2,100
