label,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23
0,121,5,28,97,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0,240,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
2,85,4,149,12,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
3,10,36,3,201,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,1,0,0,197,0,0,5,0,0,5,34,0,0,0,0,8,0,0,0,0,2,0,4
5,0,1,0,0,0,218,28,1,1,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1
6,0,0,0,0,0,8,239,1,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,1
7,0,0,0,0,0,0,1,90,0,0,0,0,1,0,0,6,12,126,0,1,0,1,12,6
8,0,2,2,0,1,0,3,0,185,0,0,0,0,0,0,0,2,0,0,3,58,0,0,0
9,0,0,0,0,1,0,0,4,0,77,1,0,0,12,29,0,7,0,121,0,0,4,0,0
10,0,0,0,0,0,0,1,1,0,1,141,1,0,1,4,0,1,0,0,2,0,101,0,2
11,0,0,0,0,122,0,0,1,0,0,4,119,0,0,0,1,5,0,0,0,0,2,0,2
12,0,1,0,0,0,0,0,44,1,2,0,0,90,68,1,0,30,12,1,0,0,2,2,2
13,0,1,0,0,0,0,0,22,0,1,1,0,74,137,1,0,17,1,0,0,0,0,0,1
14,0,0,0,0,0,0,1,3,0,64,2,0,5,41,36,0,6,0,31,1,0,66,0,0
15,0,0,0,0,1,1,1,3,1,0,0,0,0,0,0,1,2,1,0,3,0,0,24,218
16,0,1,0,0,0,0,0,69,0,0,0,0,109,25,0,0,37,7,0,0,0,1,1,6
17,0,0,0,0,0,0,0,73,0,0,0,0,1,2,0,2,6,151,0,0,0,0,17,4
18,0,1,0,0,0,0,0,4,0,95,1,0,7,54,14,0,3,0,66,0,0,6,1,4
19,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,2,0,0,235,0,0,2,11
20,0,2,0,0,0,1,20,2,38,0,0,0,0,0,0,0,2,0,0,0,188,0,0,3
21,0,0,0,0,0,0,0,4,0,9,12,0,0,2,13,0,2,0,12,0,0,199,0,3
22,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,9,2,19,0,5,0,0,148,70
23,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,2,3,3,0,6,0,0,17,220
