label,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23
0,129,31,1,63,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
1,13,181,0,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,121,35,0,76,0,0,1,0,17,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0
3,22,158,0,73,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4,0,0,0,0,87,0,0,0,0,0,27,43,1,1,5,0,64,0,0,7,0,16,5,0
5,12,1,0,0,0,66,69,0,20,0,0,0,0,0,4,2,2,2,0,11,30,1,3,33
6,22,0,0,0,0,16,64,1,62,0,0,0,0,0,4,0,1,0,0,2,75,0,0,9
7,0,0,0,0,0,29,15,31,0,0,0,0,0,5,3,17,9,40,0,7,1,3,22,74
8,108,4,0,11,0,1,6,0,79,0,0,0,0,0,1,0,0,0,0,12,33,0,0,1
9,0,0,0,0,0,2,0,39,0,0,0,0,9,40,2,13,28,30,0,22,0,11,37,23
10,0,0,0,0,1,7,0,42,0,0,0,0,19,27,1,2,44,7,0,2,0,38,49,17
11,0,0,0,0,48,0,0,1,0,0,44,47,3,2,15,0,39,0,2,1,0,40,13,1
12,0,0,0,0,0,5,1,22,0,0,0,0,3,20,2,18,14,57,0,47,0,0,29,38
13,0,0,0,0,0,15,9,28,0,0,0,0,7,13,1,12,10,49,2,27,0,2,30,51
14,0,0,0,0,18,1,5,10,0,0,12,14,14,14,9,0,98,2,5,1,0,37,13,3
15,0,0,0,0,0,38,17,16,0,0,0,0,6,6,4,12,4,28,0,6,2,3,16,98
16,0,0,0,0,0,0,1,0,0,0,0,0,0,4,6,4,15,7,0,215,0,0,0,4
17,0,0,0,0,0,28,15,18,1,0,0,0,3,1,1,15,9,36,0,6,2,4,18,99
18,0,0,0,0,0,2,1,48,0,0,0,0,5,40,2,9,19,34,0,41,0,4,34,17
19,1,0,0,0,0,11,12,27,1,0,0,2,5,29,0,10,31,20,0,17,0,10,37,43
20,76,2,1,6,0,2,7,0,102,0,0,0,0,0,0,0,2,0,0,7,48,0,0,3
21,0,0,0,0,0,4,1,39,0,0,0,1,10,30,1,11,39,30,0,17,0,12,33,28
22,0,1,0,0,0,26,7,18,0,0,0,0,5,9,4,6,6,36,1,3,1,14,56,63
23,1,0,1,0,0,33,76,3,10,0,0,0,0,1,1,3,1,15,0,9,15,2,3,82
