field,value,num_samples,window_acc
setup,diff_days_indoor,6144,0.05224609375
split,test,6144,0.05224609375
day,5,6144,0.05224609375
receiver,0,6144,0.05224609375
location,0,6144,0.05224609375
distance,0,6144,0.05224609375
sf,0,6144,0.05224609375
config,0,6144,0.05224609375
