label,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23
0,83,4,67,10,0,7,24,0,23,0,0,0,0,0,0,0,0,1,0,0,19,0,4,14
1,5,116,84,45,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,66,12,82,6,0,10,29,1,23,0,0,0,0,0,0,0,1,1,0,2,11,0,7,5
3,10,39,178,18,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4,0,0,0,0,129,0,0,0,0,2,16,82,0,2,6,0,1,0,3,1,0,6,8,0
5,2,0,3,0,9,57,10,0,1,1,8,1,2,1,1,8,3,14,1,0,0,1,42,91
6,6,0,1,0,1,66,51,0,0,1,4,2,1,1,0,4,4,1,0,0,2,1,9,101
7,0,0,1,0,0,1,0,1,0,80,25,0,12,1,3,0,5,0,110,0,0,15,2,0
8,15,1,6,2,0,16,111,0,51,0,3,0,0,0,2,1,1,0,0,0,33,0,0,14
9,0,0,0,0,18,3,2,0,0,16,113,23,4,3,30,0,4,2,18,0,0,10,9,1
10,0,0,0,0,48,0,3,0,0,12,81,64,1,5,14,1,2,0,7,0,0,11,6,1
11,0,0,0,0,127,0,0,0,0,0,2,123,0,0,2,0,1,0,0,0,0,0,1,0
12,0,0,0,0,7,1,0,1,0,29,141,10,2,3,31,0,4,0,11,0,0,13,2,1
13,0,0,0,0,0,0,0,0,0,113,42,0,7,2,0,1,2,0,62,0,0,27,0,0
14,0,0,1,0,38,1,8,0,0,5,45,112,0,0,22,0,7,0,9,0,0,3,5,0
15,0,0,1,0,0,3,0,8,0,16,4,0,74,36,2,1,40,4,59,0,0,2,5,1
16,0,0,1,0,0,1,0,0,0,16,136,0,0,0,67,0,18,0,4,0,0,11,1,1
17,0,0,1,1,0,0,0,14,0,13,5,1,70,36,1,3,38,5,57,0,0,2,8,1
18,0,0,1,0,17,1,1,0,0,21,129,10,3,4,36,0,2,0,20,0,0,8,2,1
19,0,0,0,0,17,1,0,1,1,0,1,3,4,3,6,0,207,0,1,6,0,0,3,2
20,20,0,2,0,1,30,162,0,21,0,0,0,0,0,0,0,2,1,0,0,9,0,0,8
21,0,0,0,0,18,0,1,0,0,21,106,19,4,5,30,0,10,1,19,0,0,11,11,0
22,0,0,0,0,5,1,0,4,0,2,11,3,17,95,0,0,2,25,12,43,0,0,36,0
23,1,0,0,0,0,1,1,8,0,2,4,0,6,10,0,12,1,106,2,1,0,0,45,56
