field,value,num_samples,window_acc
setup,diff_days_indoor,6144,0.4931640625
split,test,6144,0.4931640625
day,5,6144,0.4931640625
receiver,0,6144,0.4931640625
location,0,6144,0.4931640625
distance,0,6144,0.4931640625
sf,0,6144,0.4931640625
config,0,6144,0.4931640625
