label,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23
0,19,147,9,0,0,0,0,20,0,0,4,48,0,0,0,0,0,0,4,0,0,0,0,5
1,9,219,5,1,0,0,0,5,0,0,2,12,0,0,0,0,0,0,2,0,0,0,0,1
2,13,110,12,0,0,0,0,22,0,0,8,85,0,0,0,0,0,0,5,0,0,0,0,1
3,11,184,10,0,0,0,0,15,0,0,4,27,0,0,0,0,0,0,2,0,0,0,0,3
4,2,20,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0
5,17,34,11,0,0,0,0,20,0,0,6,166,0,0,0,0,0,0,1,0,0,0,0,1
6,20,63,17,0,0,0,0,19,0,0,7,122,0,0,0,0,0,0,4,0,0,0,0,4
7,11,11,1,0,0,0,0,12,0,0,1,219,0,0,0,0,0,0,1,0,0,0,0,0
8,28,125,11,0,0,0,0,17,0,0,4,64,0,0,0,0,0,0,2,0,0,0,0,5
9,8,9,2,0,0,0,0,5,0,0,2,228,0,0,0,0,0,0,1,0,0,0,0,1
10,5,5,2,0,0,0,0,6,0,0,1,233,0,0,0,0,0,0,3,0,0,0,0,1
11,5,2,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0
12,8,10,3,0,0,0,0,15,0,0,4,211,0,0,0,0,0,0,2,0,0,0,0,3
13,8,7,1,0,0,0,0,5,0,0,1,231,0,0,0,0,0,0,3,0,0,0,0,0
14,7,3,0,0,0,0,0,4,0,0,1,241,0,0,0,0,0,0,0,0,0,0,0,0
15,13,13,5,0,0,0,0,11,0,0,4,209,0,0,0,0,0,0,0,0,0,0,0,1
16,6,5,4,0,0,0,0,8,0,0,1,229,0,0,0,0,0,0,3,0,0,0,0,0
17,5,20,5,0,0,0,0,8,0,0,0,216,0,0,0,0,0,0,1,0,0,0,0,1
18,5,8,6,0,0,0,0,6,0,0,1,228,0,0,0,0,0,0,2,0,0,0,0,0
19,13,28,6,0,0,0,0,9,0,0,5,188,0,0,0,0,0,0,5,0,0,0,0,2
20,15,104,12,0,0,0,0,14,0,0,6,100,0,0,0,0,0,0,2,0,0,0,0,3
21,7,5,1,0,0,0,0,2,0,0,2,238,0,0,0,0,0,0,1,0,0,0,0,0
22,5,10,1,0,0,0,0,3,0,0,0,235,0,0,0,0,0,0,1,0,0,0,0,1
23,8,28,5,0,0,0,0,11,0,0,1,198,0,0,0,0,0,0,2,0,0,0,0,3
