epoch,train_loss,train_acc,train_ce_clean,train_ce_aug,train_kl,val_loss,val_acc,val_ce_clean,val_ce_aug,val_kl
1,3.382098488509655,0.431640625,1.5355916172266006,1.8465068750083447,0.0,3.2588155092671514,0.40283203125,1.6294077546335757,1.6294077546335757,0.0
2,3.299239009618759,0.43359375,1.5303861070424318,1.7688529081642628,0.0,3.262677315622568,0.406982421875,1.631338657811284,1.631338657811284,0.0
3,3.315508723258972,0.4453125,1.5279137156903744,1.7875950075685978,0.0,3.261306625790894,0.408203125,1.630653312895447,1.630653312895447,0.0
