perturb_type,strength,window_acc,file_acc,window_macro_f1,file_macro_f1,num_windows,num_files
awgn_snr_db,30.0,0.2903645833333333,0.4583333333333333,0.27091155218669033,0.3194444444444445,6144,24
awgn_snr_db,20.0,0.14420572916666666,0.16666666666666666,0.10760707124432141,0.062003968253968256,6144,24
awgn_snr_db,10.0,0.040201822916666664,0.0,0.03080726008179904,0.0,6144,24
