label,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23
0,0,2,0,0,0,0,0,0,0,0,0,194,0,48,0,3,7,0,0,0,0,2,0,0
1,0,0,0,0,0,0,0,0,0,0,0,198,0,49,0,0,6,0,0,0,0,3,0,0
2,0,0,0,0,0,0,0,0,0,0,0,221,0,27,4,0,4,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,199,0,48,1,0,5,0,0,0,0,2,0,1
4,10,9,0,16,6,5,0,0,0,0,4,137,0,54,3,4,5,1,0,0,0,1,0,1
5,0,0,0,0,0,0,0,0,0,0,0,208,0,37,2,1,7,0,0,0,0,0,0,1
6,0,1,0,0,0,4,0,0,0,0,2,176,0,47,0,10,8,1,0,1,0,5,0,1
7,0,4,0,0,0,0,0,1,0,0,0,188,0,44,2,3,7,1,0,0,0,4,0,2
8,0,0,0,0,0,0,0,0,0,0,0,224,0,23,0,0,8,0,0,1,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,208,0,36,0,1,8,0,1,0,0,1,0,1
10,0,0,0,0,0,0,0,0,0,0,0,208,0,34,0,0,9,2,0,0,0,3,0,0
11,0,7,0,0,0,2,0,2,0,0,3,181,0,42,1,8,7,1,0,0,0,1,0,1
12,0,2,0,0,0,1,0,1,0,0,0,182,0,45,0,9,8,2,0,1,0,4,0,1
13,0,0,0,0,0,0,0,0,0,0,0,209,0,30,0,5,7,1,0,1,0,3,0,0
14,5,2,0,14,0,4,0,1,0,0,7,121,0,54,7,6,31,1,0,2,0,1,0,0
15,0,0,0,0,0,0,0,0,0,0,0,208,0,35,2,2,7,0,0,0,0,2,0,0
16,0,1,0,3,0,5,0,1,0,0,3,154,0,44,4,7,32,1,0,0,0,1,0,0
17,0,1,0,0,0,0,0,0,0,0,0,213,0,33,2,0,7,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,213,0,34,1,0,8,0,0,0,0,0,0,0
19,13,6,1,13,54,4,0,1,0,0,5,75,0,23,10,4,20,0,0,25,0,1,0,1
20,0,0,0,0,0,0,0,0,0,0,0,217,0,31,1,0,7,0,0,0,0,0,0,0
21,0,6,0,0,0,2,0,0,0,0,0,182,0,45,0,10,9,0,0,0,0,1,0,1
22,0,2,0,0,0,1,0,0,0,0,0,188,0,43,1,6,8,1,0,0,0,3,0,3
23,0,0,0,0,0,0,0,0,0,0,0,232,0,16,0,0,8,0,0,0,0,0,0,0
