field,value,num_samples,window_acc
setup,diff_days_indoor,6144,0.3865559895833333
split,test,6144,0.3865559895833333
day,5,6144,0.3865559895833333
receiver,0,6144,0.3865559895833333
location,0,6144,0.3865559895833333
distance,0,6144,0.3865559895833333
sf,0,6144,0.3865559895833333
config,0,6144,0.3865559895833333
