direction,seed,split_seed,shot_k,alpha,distance,file_acc,macro_f1
rx2_to_rx1,1,1,10,0.75,cosine,0.16666666666666666,0.1021825396825397
rx2_to_rx1,1,1,10,1.0,cosine,0.125,0.060515873015873016
rx2_to_rx1,1,1,20,0.0,cosine,0.8333333333333334,0.7777777777777777
rx2_to_rx1,1,1,20,0.25,cosine,0.7083333333333334,0.6319444444444443
rx2_to_rx1,1,1,20,0.5,cosine,0.375,0.30357142857142855
rx2_to_rx1,1,1,20,0.75,cosine,0.125,0.060515873015873016
rx2_to_rx1,1,1,20,1.0,cosine,0.125,0.060515873015873016
rx2_to_rx1,1,2,1,0.0,cosine,0.20833333333333334,0.16666666666666666
rx2_to_rx1,1,2,1,0.25,cosine,0.3333333333333333,0.27777777777777773
rx2_to_rx1,1,2,1,0.5,cosine,0.2916666666666667,0.20833333333333334
rx2_to_rx1,1,2,1,0.75,cosine,0.16666666666666666,0.1111111111111111
rx2_to_rx1,1,2,1,1.0,cosine,0.16666666666666666,0.10912698412698413
rx2_to_rx1,1,2,3,0.0,cosine,0.5833333333333334,0.4888888888888889
rx2_to_rx1,1,2,3,0.25,cosine,0.4166666666666667,0.3680555555555555
rx2_to_rx1,1,2,3,0.5,cosine,0.2916666666666667,0.23611111111111108
rx2_to_rx1,1,2,3,0.75,cosine,0.16666666666666666,0.10912698412698413
rx2_to_rx1,1,2,3,1.0,cosine,0.16666666666666666,0.10912698412698413
rx2_to_rx1,1,2,5,0.0,cosine,0.625,0.548611111111111
rx2_to_rx1,1,2,5,0.25,cosine,0.5,0.4472222222222222
rx2_to_rx1,1,2,5,0.5,cosine,0.375,0.3222222222222222
rx2_to_rx1,1,2,5,0.75,cosine,0.16666666666666666,0.10912698412698413
rx2_to_rx1,1,2,5,1.0,cosine,0.16666666666666666,0.10912698412698413
rx2_to_rx1,1,2,10,0.0,cosine,0.7916666666666666,0.7430555555555555
rx2_to_rx1,1,2,10,0.25,cosine,0.5,0.40972222222222215
rx2_to_rx1,1,2,10,0.5,cosine,0.375,0.3222222222222222
rx2_to_rx1,1,2,10,0.75,cosine,0.16666666666666666,0.10912698412698413
rx2_to_rx1,1,2,10,1.0,cosine,0.16666666666666666,0.10912698412698413
rx2_to_rx1,1,2,20,0.0,cosine,0.875,0.8333333333333334
rx2_to_rx1,1,2,20,0.25,cosine,0.625,0.5166666666666666
rx2_to_rx1,1,2,20,0.5,cosine,0.375,0.3194444444444444
rx2_to_rx1,1,2,20,0.75,cosine,0.16666666666666666,0.10912698412698413
rx2_to_rx1,1,2,20,1.0,cosine,0.16666666666666666,0.10912698412698413
rx2_to_rx1,2,0,1,0.0,cosine,0.3333333333333333,0.24305555555555555
rx2_to_rx1,2,0,1,0.25,cosine,0.375,0.2833333333333333
rx2_to_rx1,2,0,1,0.5,cosine,0.2916666666666667,0.25
rx2_to_rx1,2,0,1,0.75,cosine,0.25,0.16944444444444443
rx2_to_rx1,2,0,1,1.0,cosine,0.08333333333333333,0.041666666666666664
rx2_to_rx1,2,0,3,0.0,cosine,0.4166666666666667,0.3638888888888889
rx2_to_rx1,2,0,3,0.25,cosine,0.4583333333333333,0.3819444444444444
rx2_to_rx1,2,0,3,0.5,cosine,0.3333333333333333,0.25
rx2_to_rx1,2,0,3,0.75,cosine,0.20833333333333334,0.13888888888888887
rx2_to_rx1,2,0,3,1.0,cosine,0.08333333333333333,0.041666666666666664
rx2_to_rx1,2,0,5,0.0,cosine,0.5416666666666666,0.4611111111111111
rx2_to_rx1,2,0,5,0.25,cosine,0.5,0.3986111111111111
rx2_to_rx1,2,0,5,0.5,cosine,0.375,0.2638888888888889
rx2_to_rx1,2,0,5,0.75,cosine,0.20833333333333334,0.13888888888888887
rx2_to_rx1,2,0,5,1.0,cosine,0.08333333333333333,0.041666666666666664
rx2_to_rx1,2,0,10,0.0,cosine,0.7083333333333334,0.6458333333333334
rx2_to_rx1,2,0,10,0.25,cosine,0.625,0.5416666666666666
rx2_to_rx1,2,0,10,0.5,cosine,0.375,0.2708333333333333
rx2_to_rx1,2,0,10,0.75,cosine,0.20833333333333334,0.13888888888888887
rx2_to_rx1,2,0,10,1.0,cosine,0.08333333333333333,0.041666666666666664
rx2_to_rx1,2,0,20,0.0,cosine,0.75,0.6805555555555555
rx2_to_rx1,2,0,20,0.25,cosine,0.5,0.4027777777777777
rx2_to_rx1,2,0,20,0.5,cosine,0.3333333333333333,0.23611111111111108
rx2_to_rx1,2,0,20,0.75,cosine,0.25,0.18055555555555555
rx2_to_rx1,2,0,20,1.0,cosine,0.08333333333333333,0.041666666666666664
rx2_to_rx1,2,1,1,0.0,cosine,0.25,0.19722222222222222
rx2_to_rx1,2,1,1,0.25,cosine,0.25,0.1716269841269841
rx2_to_rx1,2,1,1,0.5,cosine,0.20833333333333334,0.12996031746031744
rx2_to_rx1,2,1,1,0.75,cosine,0.16666666666666666,0.09999999999999999
rx2_to_rx1,2,1,1,1.0,cosine,0.08333333333333333,0.048611111111111105
rx2_to_rx1,2,1,3,0.0,cosine,0.5,0.4472222222222222
rx2_to_rx1,2,1,3,0.25,cosine,0.4583333333333333,0.3958333333333333
rx2_to_rx1,2,1,3,0.5,cosine,0.4166666666666667,0.3125
rx2_to_rx1,2,1,3,0.75,cosine,0.20833333333333334,0.13194444444444445
rx2_to_rx1,2,1,3,1.0,cosine,0.08333333333333333,0.048611111111111105
rx2_to_rx1,2,1,5,0.0,cosine,0.5833333333333334,0.4749999999999999
rx2_to_rx1,2,1,5,0.25,cosine,0.5416666666666666,0.423611111111111
rx2_to_rx1,2,1,5,0.5,cosine,0.4166666666666667,0.3194444444444445
rx2_to_rx1,2,1,5,0.75,cosine,0.20833333333333334,0.13888888888888887
rx2_to_rx1,2,1,5,1.0,cosine,0.08333333333333333,0.048611111111111105
rx2_to_rx1,2,1,10,0.0,cosine,0.7083333333333334,0.625
rx2_to_rx1,2,1,10,0.25,cosine,0.6666666666666666,0.6041666666666666
rx2_to_rx1,2,1,10,0.5,cosine,0.4583333333333333,0.3638888888888889
rx2_to_rx1,2,1,10,0.75,cosine,0.125,0.06944444444444443
rx2_to_rx1,2,1,10,1.0,cosine,0.08333333333333333,0.048611111111111105
rx2_to_rx1,2,1,20,0.0,cosine,0.7083333333333334,0.6249999999999999
rx2_to_rx1,2,1,20,0.25,cosine,0.625,0.548611111111111
rx2_to_rx1,2,1,20,0.5,cosine,0.4166666666666667,0.3194444444444444
rx2_to_rx1,2,1,20,0.75,cosine,0.25,0.16666666666666666
rx2_to_rx1,2,1,20,1.0,cosine,0.08333333333333333,0.048611111111111105
rx2_to_rx1,2,2,1,0.0,cosine,0.375,0.29444444444444445
rx2_to_rx1,2,2,1,0.25,cosine,0.375,0.29444444444444445
rx2_to_rx1,2,2,1,0.5,cosine,0.2916666666666667,0.23611111111111108
rx2_to_rx1,2,2,1,0.75,cosine,0.16666666666666666,0.1111111111111111
rx2_to_rx1,2,2,1,1.0,cosine,0.125,0.0625
rx2_to_rx1,2,2,3,0.0,cosine,0.5833333333333334,0.4930555555555555
rx2_to_rx1,2,2,3,0.25,cosine,0.625,0.5625
rx2_to_rx1,2,2,3,0.5,cosine,0.375,0.3055555555555555
rx2_to_rx1,2,2,3,0.75,cosine,0.25,0.18055555555555555
rx2_to_rx1,2,2,3,1.0,cosine,0.125,0.0625
rx2_to_rx1,2,2,5,0.0,cosine,0.625,0.5694444444444444
rx2_to_rx1,2,2,5,0.25,cosine,0.5833333333333334,0.5416666666666666
rx2_to_rx1,2,2,5,0.5,cosine,0.4583333333333333,0.37777777777777777
rx2_to_rx1,2,2,5,0.75,cosine,0.16666666666666666,0.1111111111111111
rx2_to_rx1,2,2,5,1.0,cosine,0.125,0.0625
rx2_to_rx1,2,2,10,0.0,cosine,0.75,0.6833333333333332
rx2_to_rx1,2,2,10,0.25,cosine,0.6666666666666666,0.5902777777777777
rx2_to_rx1,2,2,10,0.5,cosine,0.4583333333333333,0.3638888888888889
rx2_to_rx1,2,2,10,0.75,cosine,0.16666666666666666,0.1111111111111111
rx2_to_rx1,2,2,10,1.0,cosine,0.125,0.0625
rx2_to_rx1,2,2,20,0.0,cosine,0.7083333333333334,0.625
rx2_to_rx1,2,2,20,0.25,cosine,0.75,0.6666666666666666
rx2_to_rx1,2,2,20,0.5,cosine,0.4583333333333333,0.3638888888888889
rx2_to_rx1,2,2,20,0.75,cosine,0.25,0.18055555555555555
rx2_to_rx1,2,2,20,1.0,cosine,0.125,0.0625
