direction,seed,split_seed,shot_k,alpha,distance,file_acc,macro_f1
rx1_to_rx2,2,1,5,0.75,cosine,0.25,0.13888888888888887
rx1_to_rx2,2,1,5,1.0,cosine,0.25,0.12648809523809523
rx1_to_rx2,2,1,10,0.0,cosine,0.8333333333333334,0.7777777777777777
rx1_to_rx2,2,1,10,0.25,cosine,0.5833333333333334,0.4861111111111111
rx1_to_rx2,2,1,10,0.5,cosine,0.375,0.24583333333333332
rx1_to_rx2,2,1,10,0.75,cosine,0.25,0.13888888888888887
rx1_to_rx2,2,1,10,1.0,cosine,0.25,0.12648809523809523
rx1_to_rx2,2,1,20,0.0,cosine,0.875,0.8333333333333334
rx1_to_rx2,2,1,20,0.25,cosine,0.5416666666666666,0.4611111111111111
rx1_to_rx2,2,1,20,0.5,cosine,0.375,0.2486111111111111
rx1_to_rx2,2,1,20,0.75,cosine,0.25,0.14166666666666664
rx1_to_rx2,2,1,20,1.0,cosine,0.25,0.12648809523809523
rx1_to_rx2,2,2,1,0.0,cosine,0.4166666666666667,0.29444444444444445
rx1_to_rx2,2,2,1,0.25,cosine,0.3333333333333333,0.28472222222222215
rx1_to_rx2,2,2,1,0.5,cosine,0.2916666666666667,0.24305555555555555
rx1_to_rx2,2,2,1,0.75,cosine,0.20833333333333334,0.13194444444444445
rx1_to_rx2,2,2,1,1.0,cosine,0.20833333333333334,0.12996031746031744
rx1_to_rx2,2,2,3,0.0,cosine,0.6666666666666666,0.5861111111111111
rx1_to_rx2,2,2,3,0.25,cosine,0.4583333333333333,0.3958333333333333
rx1_to_rx2,2,2,3,0.5,cosine,0.375,0.27638888888888885
rx1_to_rx2,2,2,3,0.75,cosine,0.25,0.1597222222222222
rx1_to_rx2,2,2,3,1.0,cosine,0.20833333333333334,0.12996031746031744
rx1_to_rx2,2,2,5,0.0,cosine,0.5833333333333334,0.5166666666666666
rx1_to_rx2,2,2,5,0.25,cosine,0.5416666666666666,0.45138888888888884
rx1_to_rx2,2,2,5,0.5,cosine,0.375,0.27638888888888885
rx1_to_rx2,2,2,5,0.75,cosine,0.2916666666666667,0.1763888888888889
rx1_to_rx2,2,2,5,1.0,cosine,0.20833333333333334,0.12996031746031744
rx1_to_rx2,2,2,10,0.0,cosine,0.75,0.673611111111111
rx1_to_rx2,2,2,10,0.25,cosine,0.5416666666666666,0.44027777777777777
rx1_to_rx2,2,2,10,0.5,cosine,0.375,0.2513888888888889
rx1_to_rx2,2,2,10,0.75,cosine,0.2916666666666667,0.17638888888888885
rx1_to_rx2,2,2,10,1.0,cosine,0.20833333333333334,0.12996031746031744
rx1_to_rx2,2,2,20,0.0,cosine,0.875,0.8333333333333334
rx1_to_rx2,2,2,20,0.25,cosine,0.6666666666666666,0.5694444444444443
rx1_to_rx2,2,2,20,0.5,cosine,0.375,0.2833333333333333
