label,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23
0,1,56,55,100,0,3,5,3,22,3,0,0,0,0,0,0,1,1,0,2,1,0,2,1
1,1,208,11,27,0,0,2,0,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2,0,2,205,22,0,0,5,0,10,1,0,1,0,1,0,0,0,0,0,2,2,1,1,3
3,0,105,21,115,0,1,0,1,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,1,0,0,0,135,0,0,0,0,0,9,69,0,1,7,0,19,2,4,1,0,4,4,0
5,0,1,5,5,0,114,40,2,11,0,0,3,5,6,0,4,3,4,4,22,8,0,12,7
6,0,3,6,9,0,51,116,1,26,0,0,0,1,1,0,2,3,4,0,14,16,0,0,3
7,0,0,2,2,2,3,1,60,3,2,0,5,8,11,2,19,9,91,13,5,0,9,4,5
8,0,11,6,9,0,3,8,1,179,0,0,0,1,1,0,0,2,0,0,4,23,1,1,6
9,0,0,0,0,2,2,0,1,1,37,0,5,0,9,23,7,3,3,131,1,0,28,3,0
10,0,0,0,0,6,3,0,0,0,1,99,4,1,8,3,6,6,7,10,0,1,96,5,0
11,0,1,0,1,49,0,0,2,0,0,2,173,0,5,13,0,2,0,1,0,0,1,6,0
12,0,0,1,0,0,1,0,28,2,2,7,2,29,99,2,2,35,22,13,3,0,7,1,0
13,0,0,2,0,1,3,0,20,0,2,3,2,24,86,10,1,49,21,13,2,0,10,7,0
14,0,0,0,0,2,2,0,0,0,24,1,9,2,22,77,1,3,0,88,2,0,13,8,2
15,0,0,2,0,1,7,1,4,8,4,3,0,1,5,1,43,2,25,15,22,0,5,47,60
16,0,1,1,0,1,1,0,52,2,4,0,2,28,63,4,3,47,25,10,5,0,6,1,0
17,0,0,0,0,0,1,1,35,1,6,0,4,1,8,3,29,11,121,10,1,1,9,8,6
18,0,0,1,0,0,2,1,0,2,37,0,2,4,30,31,1,4,7,116,1,0,11,6,0
19,2,0,10,0,0,14,6,3,7,3,4,0,4,6,1,9,1,7,13,93,8,7,32,26
20,0,3,9,8,0,4,3,2,149,0,2,0,1,0,0,0,2,0,2,12,51,1,0,7
21,0,0,0,0,2,2,0,1,0,7,29,4,2,15,14,2,5,3,36,0,0,124,9,1
22,0,0,4,0,2,2,0,2,0,1,4,10,2,7,10,6,3,5,4,15,0,5,171,3
23,0,0,2,1,1,6,3,4,3,8,2,1,3,5,0,49,3,17,7,23,4,9,36,69
