label,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23
0,5,0,230,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,184,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,243,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,18,5,135,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,214,0,0,0,0,0,0,23,0,0,0,19,0,0,0,0,0,0,0,0
5,0,0,0,0,0,171,19,0,0,1,0,0,0,0,0,2,0,0,0,63,0,0,0,0
6,0,0,0,0,0,123,128,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
7,0,0,0,0,0,0,0,96,0,11,0,0,0,0,0,2,131,16,0,0,0,0,0,0
8,0,0,0,0,0,3,35,0,47,0,0,0,0,0,0,3,0,0,0,0,168,0,0,0
9,0,0,0,0,0,0,0,3,0,15,9,0,0,0,192,0,0,0,0,0,0,37,0,0
10,0,0,0,0,0,0,0,0,0,1,200,2,0,0,14,2,0,0,0,0,0,37,0,0
11,0,0,0,0,184,0,0,1,0,0,0,70,0,0,0,1,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,5,0,161,0,0,0,0,7,2,81,0,0,0,0,0,0,0
13,0,0,0,0,0,0,1,3,0,169,0,0,0,0,24,1,58,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,1,0,43,16,0,0,0,158,0,2,0,0,0,0,36,0,0
15,0,0,0,0,0,0,0,32,0,1,0,0,0,0,0,28,0,124,0,1,0,0,69,1
16,0,0,0,0,0,0,0,20,0,112,0,0,0,0,3,1,120,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,122,0,6,0,0,0,0,0,1,118,9,0,0,0,0,0,0
18,0,0,0,0,0,0,0,1,0,70,0,0,0,0,173,1,2,0,0,0,0,9,0,0
19,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,20,0,1,0,198,0,0,24,7
20,0,0,0,0,0,11,144,0,2,0,0,0,0,0,0,3,0,0,0,0,96,0,0,0
21,0,0,0,0,0,0,0,0,0,2,105,1,0,0,53,2,0,0,0,0,0,93,0,0
22,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,7,2,123,0,2,0,0,71,1
23,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,41,0,113,0,6,0,0,82,2
