field,value,num_samples,window_acc
setup,diff_days_indoor,6144,0.3655598958333333
split,test,6144,0.3655598958333333
day,5,6144,0.3655598958333333
receiver,0,6144,0.3655598958333333
location,0,6144,0.3655598958333333
distance,0,6144,0.3655598958333333
sf,0,6144,0.3655598958333333
config,0,6144,0.3655598958333333
