label,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23
0,89,10,15,4,0,9,26,0,86,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0
1,75,117,37,15,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,100,13,26,7,0,6,17,0,68,0,0,0,0,0,1,0,0,0,0,1,16,0,0,1
3,118,38,59,16,0,0,1,0,19,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0
4,0,0,1,1,141,0,0,0,0,0,4,62,0,0,41,0,3,0,0,1,0,0,2,0
5,1,0,2,0,0,79,28,18,5,2,2,0,1,0,1,2,3,15,0,16,6,0,28,47
6,2,0,2,0,0,39,89,13,11,0,0,0,1,0,2,5,2,1,0,3,15,0,2,69
7,0,0,1,0,1,1,0,21,0,34,67,1,40,1,27,0,25,2,0,8,0,12,15,0
8,16,0,1,1,0,11,49,0,87,0,0,0,0,0,3,0,1,0,0,0,77,0,0,10
9,0,0,0,0,18,0,0,8,0,19,59,16,12,0,66,0,10,3,0,18,2,1,24,0
10,0,0,0,0,29,1,0,3,0,13,42,24,7,0,95,0,11,1,0,17,0,1,12,0
11,0,0,0,0,72,0,0,0,0,0,2,156,0,0,21,0,1,0,1,3,0,0,0,0
12,0,0,0,0,6,1,0,12,1,31,77,3,18,1,59,0,10,0,0,12,1,2,22,0
13,0,0,0,0,4,0,0,16,0,42,64,3,32,0,33,0,19,1,0,14,0,6,20,2
14,0,0,0,1,50,0,0,0,0,6,10,64,0,0,87,0,16,1,0,17,0,0,4,0
15,0,0,1,0,0,4,0,54,0,25,20,0,46,1,12,1,23,7,0,24,0,5,24,9
16,0,0,1,0,21,1,0,3,0,26,57,3,12,0,97,1,25,0,0,4,0,2,3,0
17,0,0,0,0,0,6,1,44,0,22,18,0,52,3,6,1,27,9,1,25,1,6,24,10
18,0,0,0,0,10,1,0,6,0,17,88,14,17,0,60,0,13,0,0,7,0,3,20,0
19,0,0,0,0,19,7,2,8,1,14,15,6,20,0,31,1,62,1,0,35,1,5,14,14
20,14,0,3,0,0,12,90,1,53,0,0,0,0,0,2,1,3,1,0,0,65,0,2,9
21,0,0,0,0,15,0,0,7,0,15,66,17,14,0,71,0,10,0,0,18,1,3,19,0
22,0,0,0,0,1,1,0,9,1,3,37,5,9,0,7,0,12,2,0,76,0,0,91,2
23,0,0,0,0,0,19,18,61,1,2,1,0,4,0,1,10,4,20,0,15,1,0,17,82
