path,same_device_cross_rx_mean,same_device_cross_rx_std,same_device_cross_rx_median,diff_device_same_rx_mean,diff_device_same_rx_std,diff_device_same_rx_median,diff_device_cross_rx_mean,distance_ratio_mean,distance_ratio_median,ratio_gt_1,num_same_device_pairs,num_diff_device_same_rx_pairs
oob,0.05073913210071623,0.018564762000732562,0.047834619879722595,0.14778245492683104,0.09741098277973119,0.11966558918356895,0.1461193003334051,0.3433366438921171,0.3997357987879332,False,24,552
