path,level,metric,same_device_cross_rx_mean,same_device_cross_rx_std,same_device_cross_rx_median,diff_device_same_rx_mean,diff_device_same_rx_std,diff_device_same_rx_median,diff_device_cross_rx_mean,distance_ratio_mean,distance_ratio_median,ratio_gt_1,num_same_device_pairs,num_diff_device_same_rx_pairs
fused,window,cosine,0.16538655757904053,0.14413812268684303,0.11038011312484741,0.8384857006510958,0.46589081589457587,0.8709239959716797,0.8129536615333696,0.1972443387533211,0.12673908818150958,False,24,36175872
