path,level,metric,same_device_cross_rx_mean,same_device_cross_rx_std,same_device_cross_rx_median,diff_device_same_rx_mean,diff_device_same_rx_std,diff_device_same_rx_median,diff_device_cross_rx_mean,distance_ratio_mean,distance_ratio_median,ratio_gt_1,num_same_device_pairs,num_diff_device_same_rx_pairs
oob,window,cosine,0.12338862319787343,0.2262603554324361,0.028563499450683594,0.41439927909527136,0.5018360847762587,0.13842689990997314,0.39431560449842096,0.2977529870883441,0.20634356089213915,False,24,36175872
