path,level,metric,same_device_cross_rx_mean,same_device_cross_rx_std,same_device_cross_rx_median,diff_device_same_rx_mean,diff_device_same_rx_std,diff_device_same_rx_median,diff_device_cross_rx_mean,distance_ratio_mean,distance_ratio_median,ratio_gt_1,num_same_device_pairs,num_diff_device_same_rx_pairs
fused,window,cosine,0.43210941501403494,0.48152758377088767,0.18805986642837524,0.41439927909527136,0.5018360847762587,0.13842689990997314,0.39431560449842096,1.042736888822367,1.358550011238287,True,1572864,36175872
