path,level,metric,same_device_cross_rx_mean,same_device_cross_rx_std,same_device_cross_rx_median,diff_device_same_rx_mean,diff_device_same_rx_std,diff_device_same_rx_median,diff_device_cross_rx_mean,distance_ratio_mean,distance_ratio_median,ratio_gt_1,num_same_device_pairs,num_diff_device_same_rx_pairs
oob,file,cosine,0.0001443997025489807,0.00011801280877439093,0.00011354684829711914,0.0015989397315011508,0.0018364064301510969,0.0007292330265045166,0.0014011514359626217,0.09030965939748854,0.155707221382157,False,24,552
