path,level,metric,same_device_cross_rx_mean,same_device_cross_rx_std,same_device_cross_rx_median,diff_device_same_rx_mean,diff_device_same_rx_std,diff_device_same_rx_median,diff_device_cross_rx_mean,distance_ratio_mean,distance_ratio_median,ratio_gt_1,num_same_device_pairs,num_diff_device_same_rx_pairs
oob,window,cosine,0.0001440917452176412,0.00011702402833197928,0.0001144707202911377,0.004339692829221085,0.0063905825038749415,0.002774953842163086,0.004190574521603791,0.03320321296645866,0.041251396168055676,False,24,36175872
