path,same_device_cross_rx_mean,same_device_cross_rx_std,same_device_cross_rx_median,diff_device_same_rx_mean,diff_device_same_rx_std,diff_device_same_rx_median,diff_device_cross_rx_mean,distance_ratio_mean,distance_ratio_median,ratio_gt_1,num_same_device_pairs,num_diff_device_same_rx_pairs
oob,0.9277017133620878,2.6148103867031165,0.20065195858478546,0.9694217830108465,2.9285272503888646,0.15277010202407837,0.9227560935300159,0.956963965138906,1.3134242625115242,False,24,552
