path,level,metric,same_device_cross_rx_mean,same_device_cross_rx_std,same_device_cross_rx_median,diff_device_same_rx_mean,diff_device_same_rx_std,diff_device_same_rx_median,diff_device_cross_rx_mean,distance_ratio_mean,distance_ratio_median,ratio_gt_1,num_same_device_pairs,num_diff_device_same_rx_pairs
main,window,cosine,6.838391224543254e-05,0.00011873527559939828,3.409385681152344e-05,0.03040127528391207,0.0903800558664156,0.003101050853729248,0.043701506611229714,0.002249376435916172,0.010994291425605936,False,24,36175872
