path,same_device_cross_rx_mean,same_device_cross_rx_std,same_device_cross_rx_median,diff_device_same_rx_mean,diff_device_same_rx_std,diff_device_same_rx_median,diff_device_cross_rx_mean,distance_ratio_mean,distance_ratio_median,ratio_gt_1,num_same_device_pairs,num_diff_device_same_rx_pairs
fused,3.0875713638961315,1.4824260189791,2.7425456047058105,7.051719363373906,3.3396052575957222,7.195814609527588,7.047338399820138,0.43784660233825273,0.38113066463309864,False,24,552
