path,same_device_cross_rx_mean,same_device_cross_rx_std,same_device_cross_rx_median,diff_device_same_rx_mean,diff_device_same_rx_std,diff_device_same_rx_median,diff_device_cross_rx_mean,distance_ratio_mean,distance_ratio_median,ratio_gt_1,num_same_device_pairs,num_diff_device_same_rx_pairs
main,0.050515492989992104,0.028225012226529345,0.04680800065398216,0.1323016197791836,0.13715625276848048,0.06564918160438538,0.130210969739949,0.3818206691218473,0.7130020437430005,False,24,552
