label,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23
0,61,2,38,154,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,213,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,23,0,223,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,28,12,6,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,214,3,8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,2,1,0
5,0,0,0,0,0,172,75,0,1,0,1,0,0,0,0,0,0,0,0,5,2,0,0,0
6,0,0,0,0,0,20,204,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0
7,0,0,0,0,0,0,2,136,0,0,0,0,0,3,0,19,6,75,0,0,0,0,15,0
8,0,0,0,0,0,0,5,0,134,0,0,0,0,0,0,0,0,0,0,0,116,1,0,0
9,0,0,0,0,0,0,0,0,0,200,0,0,0,6,14,0,0,0,9,0,0,27,0,0
10,0,0,0,0,0,0,1,0,0,3,88,0,0,0,0,0,0,0,0,0,0,164,0,0
11,0,0,0,0,56,0,1,0,0,0,3,195,0,0,0,0,0,0,0,0,0,1,0,0
12,0,0,0,0,0,0,0,19,0,8,1,0,20,131,1,0,73,2,0,0,1,0,0,0
13,0,0,0,0,0,0,0,8,0,8,0,0,28,128,2,0,76,2,2,0,0,2,0,0
14,0,0,0,0,1,0,0,1,0,189,1,0,0,13,15,0,3,0,12,0,0,21,0,0
15,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,53,0,6,0,12,0,1,108,70
16,0,0,0,0,0,0,0,50,0,3,0,0,12,57,0,0,130,0,2,0,0,1,1,0
17,0,0,0,0,0,0,0,93,0,0,0,0,0,1,0,33,4,100,0,0,0,2,21,2
18,0,0,0,0,0,0,0,0,0,184,1,0,0,32,14,0,0,0,13,0,0,12,0,0
19,0,0,0,0,0,59,1,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,28,12
20,0,0,0,0,0,1,17,0,58,0,0,0,0,0,0,0,0,0,0,0,178,2,0,0
21,0,0,0,0,0,0,1,0,0,24,21,2,0,0,7,0,0,0,0,0,0,201,0,0
22,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,3,0,1,0,25,0,1,212,10
23,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,43,0,2,0,22,0,2,120,61
