field,value,num_samples,window_acc
setup,diff_days_indoor,6144,0.5398763020833334
split,test,6144,0.5398763020833334
day,5,6144,0.5398763020833334
receiver,0,6144,0.5398763020833334
location,0,6144,0.5398763020833334
distance,0,6144,0.5398763020833334
sf,0,6144,0.5398763020833334
config,0,6144,0.5398763020833334
