epoch,train_loss,train_acc,train_ce_clean,train_ce_aug,train_kl,val_loss,val_acc,val_ce_clean,val_ce_aug,val_kl
1,1.5355799533426762,0.431640625,1.5355799533426762,0.0,0.0,1.6295059153344482,0.404052734375,1.6295059153344482,0.0,0.0
2,1.5303914528340101,0.43359375,1.5303914528340101,0.0,0.0,1.631541185081005,0.4072265625,1.631541185081005,0.0,0.0
3,1.527921587228775,0.4453125,1.527921587228775,0.0,0.0,1.630470820935443,0.409423828125,1.630470820935443,0.0,0.0
