field,value,num_samples,window_acc
setup,diff_days_indoor,6144,0.07242838541666667
split,test,6144,0.07242838541666667
day,5,6144,0.07242838541666667
receiver,0,6144,0.07242838541666667
location,0,6144,0.07242838541666667
distance,0,6144,0.07242838541666667
sf,0,6144,0.07242838541666667
config,0,6144,0.07242838541666667
