perturb_type,strength,window_acc,file_acc,window_macro_f1,file_macro_f1,num_windows,num_files
awgn_snr_db,30.0,0.2916666666666667,0.4166666666666667,0.26434635012804225,0.2875,768,24
awgn_snr_db,20.0,0.15364583333333334,0.16666666666666666,0.11742116730581949,0.06759259259259259,768,24
awgn_snr_db,10.0,0.037760416666666664,0.041666666666666664,0.029790105157101454,0.007575757575757576,768,24
