label,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23
0,35,0,44,21,0,6,49,0,80,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0
1,4,26,37,160,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2,43,0,60,16,0,4,33,1,80,0,0,0,0,0,0,1,0,0,0,0,13,0,5,0
3,10,5,92,107,0,0,1,0,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
4,0,0,0,0,183,0,0,1,0,0,4,46,0,0,13,0,0,0,0,5,0,0,4,0
5,0,0,0,0,0,39,24,11,4,0,1,2,8,6,2,29,4,0,1,2,11,3,38,71
6,1,0,1,2,0,23,66,4,11,0,1,0,8,1,2,12,2,0,0,1,14,0,7,100
7,0,0,1,0,8,1,0,3,0,4,47,6,34,3,2,1,10,0,61,0,0,59,12,4
8,8,0,5,0,0,7,63,1,83,0,1,0,0,0,3,0,1,0,0,0,70,0,0,14
9,0,0,0,0,52,0,2,12,0,1,52,20,5,31,29,1,4,0,7,13,0,12,15,0
10,0,0,0,0,83,0,2,3,0,1,41,38,3,11,18,1,3,0,4,20,0,17,10,1
11,0,0,0,0,129,0,0,0,0,0,3,101,0,1,18,0,0,0,0,1,0,1,2,0
12,0,0,1,0,24,0,0,8,0,2,90,11,9,13,34,1,6,0,13,1,1,28,13,1
13,0,0,0,0,13,2,0,4,0,3,60,4,20,5,3,0,6,0,45,0,0,73,16,2
14,0,0,1,0,101,0,0,0,0,1,16,67,0,10,34,0,4,0,0,16,0,1,5,0
15,0,0,1,0,7,5,0,22,1,3,23,1,30,32,8,12,31,0,25,7,0,15,25,8
16,0,0,1,0,11,0,1,1,0,2,91,3,5,13,94,0,23,0,1,0,0,6,3,1
17,0,0,2,0,1,5,1,20,0,0,26,2,31,26,13,12,41,0,28,4,1,15,18,10
18,0,0,0,0,40,1,0,8,0,0,66,22,10,22,44,1,5,0,8,2,0,19,8,0
19,0,0,0,0,17,6,8,2,2,0,4,0,4,2,42,0,156,0,0,4,1,0,2,6
20,7,0,3,1,0,11,104,1,54,1,0,0,0,1,0,1,1,0,0,0,53,0,1,17
21,0,0,0,0,50,0,1,8,0,0,51,24,2,30,34,1,6,0,9,13,0,14,12,1
22,0,0,0,0,7,0,0,38,0,0,13,10,1,51,9,4,1,1,1,85,0,0,33,2
23,0,0,0,0,0,6,9,47,0,0,2,1,9,8,2,84,1,2,1,7,3,1,19,54
