threshold,num_pseudo_selected,num_classes_updated,file_acc,macro_f1,top1_file_mass,num_file_classes_predicted,collapse_flag,gap_to_rcpa_k5_pp
0.5,231,10,0.16666666666666666,0.13888888888888887,0.2916666666666667,12,0,-29.166666666666664
0.7,70,5,0.08333333333333333,0.05555555555555555,0.2916666666666667,12,0,-37.5
0.8,27,2,0.08333333333333333,0.05555555555555555,0.25,12,0,-37.5
0.9,3,1,0.08333333333333333,0.05555555555555555,0.25,12,0,-37.5
0.95,1,1,0.08333333333333333,0.05555555555555555,0.25,12,0,-37.5
