label,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23
0,35,5,49,160,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,169,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,52,0,181,13,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,14,32,8,201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,168,0,11,1,1,0,6,63,4,0,0,0,1,0,0,0,0,1,0,0
5,0,0,1,0,0,128,65,0,3,0,0,0,0,0,0,0,0,0,0,20,36,0,1,2
6,0,0,1,0,0,16,134,0,21,0,0,0,0,1,0,0,0,0,0,1,82,0,0,0
7,0,0,0,0,0,0,1,79,0,0,0,0,1,6,0,9,3,84,0,4,0,0,26,43
8,1,0,4,2,0,2,8,0,182,0,0,0,0,0,0,1,0,0,0,1,55,0,0,0
9,0,0,0,0,0,0,0,2,0,127,1,0,2,28,73,0,0,0,0,0,0,23,0,0
10,0,0,0,0,0,0,1,0,0,17,119,6,0,5,22,0,0,0,0,0,0,86,0,0
11,0,0,0,0,93,0,0,0,0,0,2,157,0,0,1,1,0,0,0,0,0,1,0,1
12,0,0,0,0,0,0,0,56,0,8,0,0,7,93,3,0,42,29,0,0,0,3,12,3
13,0,0,0,0,0,0,2,44,0,22,0,0,6,88,4,0,58,25,1,0,0,1,5,0
14,0,0,0,0,0,0,0,2,0,81,10,1,0,31,109,0,1,2,1,0,0,18,0,0
15,0,0,0,0,0,3,0,3,0,0,0,0,1,0,0,8,1,4,0,45,0,0,51,140
16,0,0,0,0,0,0,0,90,0,3,0,0,6,53,0,1,53,37,0,0,0,1,7,5
17,0,0,0,0,0,0,0,44,0,3,0,0,0,2,0,8,4,119,0,3,0,0,31,42
18,0,0,0,0,0,0,0,7,0,118,1,0,2,66,40,0,1,3,1,0,0,13,3,1
19,0,0,0,0,0,53,8,0,0,0,0,0,0,0,0,0,0,0,0,136,3,0,16,40
20,0,0,1,0,0,2,12,0,69,0,0,0,1,0,0,1,0,0,0,0,170,0,0,0
21,0,0,0,0,0,0,1,1,0,45,55,5,0,12,37,0,0,0,0,0,0,99,0,1
22,0,0,1,0,0,2,1,2,1,0,0,0,0,0,0,2,0,6,0,22,0,0,202,17
23,0,0,0,1,0,3,1,3,0,0,0,0,0,0,0,0,1,6,0,58,0,0,44,139
