label,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19,pred_20,pred_21,pred_22,pred_23
0,61,114,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,254,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,184,6,27,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,17,172,0,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,0,0,0,0,235,0,0,0,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,210,31,0,5,0,0,0,0,1,0,0,0,0,0,4,4,0,1,0
6,0,1,0,0,0,100,98,0,15,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0
7,0,0,0,0,0,0,0,127,2,1,1,0,18,18,0,16,1,71,0,0,0,0,0,1
8,0,1,6,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0
9,0,1,0,0,1,0,0,0,1,152,4,3,2,8,49,0,0,0,0,0,0,35,0,0
10,0,0,0,0,0,0,0,0,3,13,148,12,0,1,6,0,0,0,0,0,0,73,0,0
11,0,0,0,0,219,0,0,0,2,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,31,2,12,0,0,111,72,5,0,2,21,0,0,0,0,0,0
13,0,0,0,0,2,0,0,30,2,10,0,0,109,76,10,1,0,11,0,0,0,5,0,0
14,0,0,0,0,0,0,0,1,1,136,2,2,3,32,51,0,0,0,0,0,0,28,0,0
15,0,0,0,0,0,0,0,21,1,0,0,0,0,1,0,120,0,17,0,2,0,0,31,63
16,0,0,0,0,0,0,0,70,2,6,0,0,100,40,7,2,1,26,0,0,0,2,0,0
17,0,0,0,0,0,0,0,100,3,2,0,0,12,15,1,25,1,91,0,0,0,2,1,3
18,0,0,0,0,0,0,0,2,1,126,1,0,6,41,59,1,0,1,0,0,0,18,0,0
19,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,177,0,0,73,0
20,0,0,1,0,0,10,10,0,70,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0
21,0,0,0,0,2,0,0,0,1,33,77,9,2,4,31,0,0,0,0,0,0,96,1,0
22,0,0,0,0,0,0,0,10,1,0,0,0,0,2,0,10,0,2,0,15,0,0,157,59
23,0,0,0,0,0,0,0,14,2,1,1,0,1,2,0,78,0,11,0,2,0,0,73,71
